t	stream	y_obs	y_pred_q05	y_pred_q25	y_pred_q50	y_pred_q75	y_pred_q95	log_score	crps	pit	ess
3899	joint	63	53.000000	67.000000	78.000000	91.000000	111.050000	-4.038684	9.162119	0.185500	1142.54
3899	weekly_cases	63	53.000000	67.000000	78.000000	91.000000	111.050000	-4.038684	9.162119	0.185500	1142.54
3906	joint	57	42.000000	54.000000	62.000000	72.000000	89.000000	-3.590653	4.203123	0.349000	1488.96
3906	weekly_cases	57	42.000000	54.000000	62.000000	72.000000	89.000000	-3.590653	4.203123	0.349000	1488.96
3913	joint	87	36.000000	46.000000	55.000000	65.000000	80.000000	-5.858486	23.707636	0.976000	287.08
3913	weekly_cases	87	36.000000	46.000000	55.000000	65.000000	80.000000	-5.858486	23.707636	0.976000	287.08
3920	joint	80	51.000000	67.000000	80.000000	96.000000	125.000000	-3.940882	4.956370	0.508000	1370.00
3920	weekly_cases	80	51.000000	67.000000	80.000000	96.000000	125.000000	-3.940882	4.956370	0.508000	1370.00
3927	joint	125	60.000000	76.000000	91.000000	109.000000	140.000000	-5.120654	21.008922	0.890500	686.30
3927	weekly_cases	125	60.000000	76.000000	91.000000	109.000000	140.000000	-5.120654	21.008922	0.890500	686.30
3934	joint	159	92.000000	117.750000	137.000000	162.000000	203.000000	-4.734477	12.895309	0.730000	1181.37
3934	weekly_cases	159	92.000000	117.750000	137.000000	162.000000	203.000000	-4.734477	12.895309	0.730000	1181.37
3941	joint	185	119.000000	152.750000	179.000000	210.000000	268.000000	-4.714394	10.523993	0.554500	1364.39
3941	weekly_cases	185	119.000000	152.750000	179.000000	210.000000	268.000000	-4.714394	10.523993	0.554500	1364.39
3948	joint	204	144.000000	181.000000	210.000000	246.000000	310.050000	-4.776648	11.722053	0.451000	1406.82
3948	weekly_cases	204	144.000000	181.000000	210.000000	246.000000	310.050000	-4.776648	11.722053	0.451000	1406.82
3955	joint	254	158.000000	199.000000	234.000000	274.000000	350.000000	-5.063923	15.571624	0.632500	1287.27
3955	weekly_cases	254	158.000000	199.000000	234.000000	274.000000	350.000000	-5.063923	15.571624	0.632500	1287.27
3962	joint	285	188.000000	237.000000	275.000000	319.250000	404.000000	-5.088482	15.248537	0.569000	1403.13
3962	weekly_cases	285	188.000000	237.000000	275.000000	319.250000	404.000000	-5.088482	15.248537	0.569000	1403.13
3969	joint	209	205.000000	251.000000	289.000000	333.000000	410.000000	-5.938548	54.196483	0.062000	649.78
3969	weekly_cases	209	205.000000	251.000000	289.000000	333.000000	410.000000	-5.938548	54.196483	0.062000	649.78
3976	joint	262	177.000000	216.000000	251.000000	296.000000	367.050000	-4.997738	14.403354	0.567000	1408.93
3976	weekly_cases	262	177.000000	216.000000	251.000000	296.000000	367.050000	-4.997738	14.403354	0.567000	1408.93
3983	joint	273	199.000000	249.000000	287.000000	338.000000	424.000000	-5.072647	16.902689	0.400500	1378.19
3983	weekly_cases	273	199.000000	249.000000	287.000000	338.000000	424.000000	-5.072647	16.902689	0.400500	1378.19
3990	joint	390	214.000000	267.000000	311.000000	359.250000	454.000000	-5.948482	47.394084	0.847000	867.62
3990	weekly_cases	390	214.000000	267.000000	311.000000	359.250000	454.000000	-5.948482	47.394084	0.847000	867.62
3997	joint	473	296.950000	365.000000	422.000000	492.000000	627.050000	-5.713209	32.509946	0.693500	1238.41
3997	weekly_cases	473	296.950000	365.000000	422.000000	492.000000	627.050000	-5.713209	32.509946	0.693500	1238.41
4004	joint	548	370.000000	459.000000	532.000000	613.000000	756.050000	-5.718280	28.091419	0.561000	1406.63
4004	weekly_cases	548	370.000000	459.000000	532.000000	613.000000	756.050000	-5.718280	28.091419	0.561000	1406.63
4011	joint	550	436.950000	528.000000	607.000000	703.000000	883.050000	-5.777114	40.547858	0.323500	1331.96
4011	weekly_cases	550	436.950000	528.000000	607.000000	703.000000	883.050000	-5.777114	40.547858	0.323500	1331.96
4018	joint	988	427.000000	524.000000	607.500000	694.000000	846.000000	-8.940397	298.221282	0.985000	134.13
4018	weekly_cases	988	427.000000	524.000000	607.500000	694.000000	846.000000	-8.940397	298.221282	0.985000	134.13
4025	joint	1004	682.000000	823.750000	929.000000	1066.000000	1293.050000	-6.267686	54.172031	0.654500	1456.65
4025	weekly_cases	1004	682.000000	823.750000	929.000000	1066.000000	1293.050000	-6.267686	54.172031	0.654500	1456.65
4032	joint	791	712.950000	842.750000	949.500000	1076.000000	1286.150000	-6.436492	98.730597	0.147000	1145.35
4032	weekly_cases	791	712.950000	842.750000	949.500000	1076.000000	1286.150000	-6.436492	98.730597	0.147000	1145.35
4039	joint	656	632.900000	772.750000	884.000000	1016.000000	1248.100000	-6.879129	151.283327	0.070500	704.23
4039	weekly_cases	656	632.900000	772.750000	884.000000	1016.000000	1248.100000	-6.879129	151.283327	0.070500	704.23
4046	joint	1137	527.000000	649.000000	750.000000	866.250000	1092.150000	-8.196293	278.436833	0.963000	281.77
4046	weekly_cases	1137	527.000000	649.000000	750.000000	866.250000	1092.150000	-8.196293	278.436833	0.963000	281.77
4053	joint	1295	860.000000	1063.500000	1220.000000	1402.250000	1688.050000	-6.536482	67.402185	0.618500	1440.56
4053	weekly_cases	1295	860.000000	1063.500000	1220.000000	1402.250000	1688.050000	-6.536482	67.402185	0.618500	1440.56
4060	joint	1945	1029.000000	1250.000000	1441.000000	1650.000000	1984.200000	-8.014024	337.722804	0.936000	552.26
4060	weekly_cases	1945	1029.000000	1250.000000	1441.000000	1650.000000	1984.200000	-8.014024	337.722804	0.936000	552.26
4067	joint	2402	1500.950000	1803.000000	2059.000000	2362.750000	2885.100000	-7.391935	198.349592	0.771500	1176.63
4067	weekly_cases	2402	1500.950000	1803.000000	2059.000000	2362.750000	2885.100000	-7.391935	198.349592	0.771500	1176.63
4074	joint	2694	1854.850000	2269.000000	2572.000000	2931.250000	3600.000000	-7.210984	130.110528	0.599500	1478.20
4074	weekly_cases	2694	1854.850000	2269.000000	2572.000000	2931.250000	3600.000000	-7.210984	130.110528	0.599500	1478.20
4081	joint	3412	2079.750000	2500.000000	2863.500000	3277.250000	3988.100000	-7.849915	318.057041	0.819000	1072.92
4081	weekly_cases	3412	2079.750000	2500.000000	2863.500000	3277.250000	3988.100000	-7.849915	318.057041	0.819000	1072.92
4088	joint	2626	2564.650000	3073.000000	3509.000000	4007.000000	4838.300000	-8.307118	586.089211	0.066500	712.27
4088	weekly_cases	2626	2564.650000	3073.000000	3509.000000	4007.000000	4838.300000	-8.307118	586.089211	0.066500	712.27
4095	joint	3685	2162.800000	2613.500000	3008.500000	3457.000000	4160.000000	-8.076766	399.961928	0.834500	924.81
4095	weekly_cases	3685	2162.800000	2613.500000	3008.500000	3457.000000	4160.000000	-8.076766	399.961928	0.834500	924.81
4102	joint	3337	2699.000000	3233.750000	3665.000000	4152.250000	5048.250000	-7.497126	226.863266	0.304500	1429.97
4102	weekly_cases	3337	2699.000000	3233.750000	3665.000000	4152.250000	5048.250000	-7.497126	226.863266	0.304500	1429.97
4109	joint	4103	2547.900000	3036.000000	3474.000000	3955.000000	4789.250000	-7.947461	367.249323	0.809500	1133.27
4109	weekly_cases	4103	2547.900000	3036.000000	3474.000000	3955.000000	4789.250000	-7.947461	367.249323	0.809500	1133.27
4116	joint	3089	2977.650000	3565.750000	4050.000000	4653.250000	5591.200000	-8.354473	649.117290	0.068500	765.49
4116	weekly_cases	3089	2977.650000	3565.750000	4050.000000	4653.250000	5591.200000	-8.354473	649.117290	0.068500	765.49
4123	joint	3291	2461.750000	2989.000000	3388.500000	3861.250000	4629.250000	-7.384632	157.099826	0.441000	1545.60
4123	weekly_cases	3291	2461.750000	2989.000000	3388.500000	3861.250000	4629.250000	-7.384632	157.099826	0.441000	1545.60
4130	joint	2614	2281.950000	2751.750000	3086.500000	3513.000000	4208.000000	-7.512285	301.330680	0.178000	1190.00
4130	weekly_cases	2614	2281.950000	2751.750000	3086.500000	3513.000000	4208.000000	-7.512285	301.330680	0.178000	1190.00
4137	joint	1789	1808.000000	2157.000000	2417.000000	2700.750000	3199.850000	-8.170260	437.739518	0.044500	716.03
4137	weekly_cases	1789	1808.000000	2157.000000	2417.000000	2700.750000	3199.850000	-8.170260	437.739518	0.044500	716.03
4144	joint	1236	1397.950000	1650.750000	1856.000000	2096.000000	2507.050000	-9.012713	467.113040	0.008500	463.66
4144	weekly_cases	1236	1397.950000	1650.750000	1856.000000	2096.000000	2507.050000	-9.012713	467.113040	0.008500	463.66
4151	joint	1063	1054.950000	1269.000000	1438.000000	1641.000000	1983.000000	-7.501635	257.057327	0.053000	706.09
4151	weekly_cases	1063	1054.950000	1269.000000	1438.000000	1641.000000	1983.000000	-7.501635	257.057327	0.053000	706.09
4158	joint	962	813.000000	982.000000	1113.500000	1275.000000	1591.000000	-6.429081	95.072476	0.223500	1258.58
4158	weekly_cases	962	813.000000	982.000000	1113.500000	1275.000000	1591.000000	-6.429081	95.072476	0.223500	1258.58
4165	joint	923	703.950000	842.000000	963.000000	1102.000000	1350.100000	-6.170336	48.874377	0.418000	1475.80
4165	weekly_cases	923	703.950000	842.000000	963.000000	1102.000000	1350.100000	-6.170336	48.874377	0.418000	1475.80
4172	joint	792	650.950000	794.000000	908.000000	1034.000000	1267.000000	-6.221171	73.562661	0.246500	1279.28
4172	weekly_cases	792	650.950000	794.000000	908.000000	1034.000000	1267.000000	-6.221171	73.562661	0.246500	1279.28
4179	joint	932	583.000000	703.750000	814.000000	931.000000	1141.050000	-6.392462	71.018118	0.752500	1222.94
4179	weekly_cases	932	583.000000	703.750000	814.000000	931.000000	1141.050000	-6.392462	71.018118	0.752500	1222.94
4186	joint	496	660.000000	800.000000	902.000000	1024.000000	1256.100000	-10.098157	324.847915	0.001500	115.87
4186	weekly_cases	496	660.000000	800.000000	902.000000	1024.000000	1256.100000	-10.098157	324.847915	0.001500	115.87
4193	joint	506	480.950000	576.000000	653.000000	738.000000	898.000000	-6.416175	94.924659	0.082000	881.31
4193	weekly_cases	506	480.950000	576.000000	653.000000	738.000000	898.000000	-6.416175	94.924659	0.082000	881.31
4200	joint	342	376.950000	468.750000	542.000000	626.000000	772.050000	-7.423973	145.292213	0.015500	303.34
4200	weekly_cases	342	376.950000	468.750000	542.000000	626.000000	772.050000	-7.423973	145.292213	0.015500	303.34
4207	joint	380	276.000000	337.000000	387.000000	437.000000	542.100000	-5.243947	18.081492	0.465500	1530.79
4207	weekly_cases	380	276.000000	337.000000	387.000000	437.000000	542.100000	-5.243947	18.081492	0.465500	1530.79
4214	joint	272	262.000000	326.750000	373.000000	428.000000	525.050000	-6.120957	67.647261	0.073000	643.88
4214	weekly_cases	272	262.000000	326.750000	373.000000	428.000000	525.050000	-6.120957	67.647261	0.073000	643.88
4221	joint	192	209.000000	258.000000	296.000000	340.000000	431.100000	-6.694632	74.922931	0.018500	356.29
4221	weekly_cases	192	209.000000	258.000000	296.000000	340.000000	431.100000	-6.694632	74.922931	0.018500	356.29
4228	joint	166	146.000000	180.000000	206.000000	238.000000	297.000000	-5.008378	25.223708	0.155500	1040.41
4228	weekly_cases	166	146.000000	180.000000	206.000000	238.000000	297.000000	-5.008378	25.223708	0.155500	1040.41
4235	joint	130	111.000000	134.000000	153.000000	176.000000	214.000000	-4.546812	14.309655	0.212000	1265.78
4235	weekly_cases	130	111.000000	134.000000	153.000000	176.000000	214.000000	-4.546812	14.309655	0.212000	1265.78
4242	joint	124	84.000000	103.000000	118.000000	136.000000	165.050000	-4.158405	6.389899	0.605500	1581.24
4242	weekly_cases	124	84.000000	103.000000	118.000000	136.000000	165.050000	-4.158405	6.389899	0.605500	1581.24
4249	joint	82	72.000000	89.000000	102.000000	118.000000	145.000000	-4.354917	12.490076	0.157000	1104.88
4249	weekly_cases	82	72.000000	89.000000	102.000000	118.000000	145.000000	-4.354917	12.490076	0.157000	1104.88
4256	joint	76	54.000000	67.000000	78.000000	90.000000	109.000000	-3.734997	4.020582	0.467000	1586.27
4256	weekly_cases	76	54.000000	67.000000	78.000000	90.000000	109.000000	-3.734997	4.020582	0.467000	1586.27
4263	joint	58	44.000000	56.000000	65.500000	75.000000	93.000000	-3.628491	4.880182	0.307000	1453.94
4263	weekly_cases	58	44.000000	56.000000	65.500000	75.000000	93.000000	-3.628491	4.880182	0.307000	1453.94
4270	joint	38	35.000000	44.000000	52.000000	60.250000	76.000000	-4.044752	8.973337	0.099000	879.78
4270	weekly_cases	38	35.000000	44.000000	52.000000	60.250000	76.000000	-4.044752	8.973337	0.099000	879.78
4277	joint	22	26.000000	34.000000	41.000000	48.000000	60.000000	-5.180335	13.658758	0.019500	276.94
4277	weekly_cases	22	26.000000	34.000000	41.000000	48.000000	60.000000	-5.180335	13.658758	0.019500	276.94
4284	joint	24	18.000000	25.000000	31.000000	37.000000	48.000000	-3.276855	4.062080	0.225000	1121.55
4284	weekly_cases	24	18.000000	25.000000	31.000000	37.000000	48.000000	-3.276855	4.062080	0.225000	1121.55
4291	joint	32	15.000000	22.000000	27.000000	34.000000	44.000000	-3.318602	2.981693	0.711500	1235.06
4291	weekly_cases	32	15.000000	22.000000	27.000000	34.000000	44.000000	-3.318602	2.981693	0.711500	1235.06
4298	joint	29	18.000000	26.000000	33.000000	40.000000	53.000000	-3.237538	2.955694	0.367000	1281.30
4298	weekly_cases	29	18.000000	26.000000	33.000000	40.000000	53.000000	-3.237538	2.955694	0.367000	1281.30
4305	joint	41	19.000000	27.000000	33.000000	41.000000	53.000000	-3.646810	4.594131	0.770000	1084.29
4305	weekly_cases	41	19.000000	27.000000	33.000000	41.000000	53.000000	-3.646810	4.594131	0.770000	1084.29
4312	joint	33	25.000000	34.000000	42.000000	51.000000	65.050000	-3.536586	5.434321	0.230500	1085.07
4312	weekly_cases	33	25.000000	34.000000	42.000000	51.000000	65.050000	-3.536586	5.434321	0.230500	1085.07
4319	joint	33	24.000000	32.000000	40.000000	48.000000	62.000000	-3.423863	4.360717	0.281500	1208.50
4319	weekly_cases	33	24.000000	32.000000	40.000000	48.000000	62.000000	-3.423863	4.360717	0.281500	1208.50
4326	joint	28	23.000000	31.000000	38.000000	46.000000	59.000000	-3.610329	6.289123	0.175000	944.49
4326	weekly_cases	28	23.000000	31.000000	38.000000	46.000000	59.000000	-3.610329	6.289123	0.175000	944.49
4333	joint	36	19.000000	26.000000	31.500000	38.000000	49.000000	-3.297992	2.928382	0.698000	1349.15
4333	weekly_cases	36	19.000000	26.000000	31.500000	38.000000	49.000000	-3.297992	2.928382	0.698000	1349.15
4340	joint	30	20.000000	28.000000	35.000000	43.000000	57.000000	-3.274971	3.479729	0.320000	1265.05
4340	weekly_cases	30	20.000000	28.000000	35.000000	43.000000	57.000000	-3.274971	3.479729	0.320000	1265.05
4347	joint	29	21.000000	28.000000	35.000000	42.000000	55.000000	-3.298458	3.595788	0.307000	1238.74
4347	weekly_cases	29	21.000000	28.000000	35.000000	42.000000	55.000000	-3.298458	3.595788	0.307000	1238.74
4354	joint	22	20.000000	27.000000	34.000000	41.000000	55.000000	-3.807801	7.658865	0.107000	703.65
4354	weekly_cases	22	20.000000	27.000000	34.000000	41.000000	55.000000	-3.807801	7.658865	0.107000	703.65
4361	joint	20	16.000000	23.000000	29.000000	36.000000	47.000000	-3.485048	5.494003	0.158500	856.13
4361	weekly_cases	20	16.000000	23.000000	29.000000	36.000000	47.000000	-3.485048	5.494003	0.158500	856.13
4368	joint	13	15.000000	20.000000	26.000000	31.000000	42.000000	-4.324983	8.832288	0.032000	380.63
4368	weekly_cases	13	15.000000	20.000000	26.000000	31.000000	42.000000	-4.324983	8.832288	0.032000	380.63
4375	joint	15	10.000000	16.000000	20.000000	26.000000	35.000000	-3.041929	3.291160	0.227000	1056.96
4375	weekly_cases	15	10.000000	16.000000	20.000000	26.000000	35.000000	-3.041929	3.291160	0.227000	1056.96
4382	joint	22	10.000000	14.000000	19.000000	23.000000	31.000000	-3.019819	2.178723	0.721500	1254.11
4382	weekly_cases	22	10.000000	14.000000	19.000000	23.000000	31.000000	-3.019819	2.178723	0.721500	1254.11
4389	joint	26	11.000000	16.000000	20.000000	25.000000	33.000000	-3.322551	3.405352	0.805500	1067.36
4389	weekly_cases	26	11.000000	16.000000	20.000000	25.000000	33.000000	-3.322551	3.405352	0.805500	1067.36
4396	joint	26	12.000000	17.000000	21.000000	27.000000	34.000000	-3.132561	2.700899	0.749500	1259.81
4396	weekly_cases	26	12.000000	17.000000	21.000000	27.000000	34.000000	-3.132561	2.700899	0.749500	1259.81
4403	joint	20	14.000000	19.000000	24.000000	30.000000	39.000000	-3.005499	2.698067	0.310000	1256.88
4403	weekly_cases	20	14.000000	19.000000	24.000000	30.000000	39.000000	-3.005499	2.698067	0.310000	1256.88
4410	joint	22	13.000000	19.000000	23.000000	29.000000	39.000000	-2.946059	1.924036	0.462000	1369.77
4410	weekly_cases	22	13.000000	19.000000	23.000000	29.000000	39.000000	-2.946059	1.924036	0.462000	1369.77
4417	joint	26	14.000000	20.000000	24.000000	31.000000	40.000000	-3.065257	1.971410	0.583000	1350.34
4417	weekly_cases	26	14.000000	20.000000	24.000000	31.000000	40.000000	-3.065257	1.971410	0.583000	1350.34
4424	joint	51	16.000000	23.000000	29.000000	35.000000	47.000000	-5.536007	16.611795	0.973000	231.86
4424	weekly_cases	51	16.000000	23.000000	29.000000	35.000000	47.000000	-5.536007	16.611795	0.973000	231.86
4431	joint	61	30.000000	40.000000	50.000000	60.000000	78.000000	-4.040133	6.621086	0.773000	1023.15
4431	weekly_cases	61	30.000000	40.000000	50.000000	60.000000	78.000000	-4.040133	6.621086	0.773000	1023.15
4438	joint	49	42.000000	55.000000	65.500000	77.000000	99.000000	-4.118339	10.182196	0.144500	909.72
4438	weekly_cases	49	42.000000	55.000000	65.500000	77.000000	99.000000	-4.118339	10.182196	0.144500	909.72
4445	joint	76	38.000000	50.000000	61.000000	72.250000	93.000000	-4.249544	8.874526	0.809000	1008.27
4445	weekly_cases	76	38.000000	50.000000	61.000000	72.250000	93.000000	-4.249544	8.874526	0.809000	1008.27
4452	joint	54	51.000000	65.000000	78.000000	94.000000	119.050000	-4.581725	15.776011	0.082000	664.94
4452	weekly_cases	54	51.000000	65.000000	78.000000	94.000000	119.050000	-4.581725	15.776011	0.082000	664.94
4459	joint	56	45.000000	58.000000	68.000000	80.000000	103.000000	-3.896350	7.495950	0.225000	1177.75
4459	weekly_cases	56	45.000000	58.000000	68.000000	80.000000	103.000000	-3.896350	7.495950	0.225000	1177.75
4466	joint	66	41.000000	54.000000	65.000000	77.000000	97.000000	-3.779595	4.021861	0.543500	1375.63
4466	weekly_cases	66	41.000000	54.000000	65.000000	77.000000	97.000000	-3.779595	4.021861	0.543500	1375.63
4473	joint	76	45.950000	60.000000	72.000000	86.000000	108.000000	-3.916159	4.852668	0.595000	1343.73
4473	weekly_cases	76	45.950000	60.000000	72.000000	86.000000	108.000000	-3.916159	4.852668	0.595000	1343.73
4480	joint	75	54.950000	70.000000	83.000000	99.000000	123.000000	-3.929736	6.307818	0.345500	1341.79
4480	weekly_cases	75	54.950000	70.000000	83.000000	99.000000	123.000000	-3.929736	6.307818	0.345500	1341.79
4487	joint	114	55.000000	70.000000	84.000000	101.000000	129.000000	-4.949286	18.145584	0.883500	744.03
4487	weekly_cases	114	55.000000	70.000000	84.000000	101.000000	129.000000	-4.949286	18.145584	0.883500	744.03
4494	joint	83	76.000000	95.000000	112.000000	131.000000	167.000000	-4.698212	18.693328	0.097000	813.88
4494	weekly_cases	83	76.000000	95.000000	112.000000	131.000000	167.000000	-4.698212	18.693328	0.097000	813.88
4501	joint	80	60.950000	77.000000	90.000000	104.000000	128.000000	-3.976107	6.694520	0.313000	1386.69
4501	weekly_cases	80	60.950000	77.000000	90.000000	104.000000	128.000000	-3.976107	6.694520	0.313000	1386.69
4508	joint	94	54.000000	69.000000	80.000000	93.000000	115.000000	-4.190148	8.069085	0.771000	1258.67
4508	weekly_cases	94	54.000000	69.000000	80.000000	93.000000	115.000000	-4.190148	8.069085	0.771000	1258.67
4515	joint	166	61.000000	78.000000	92.000000	109.000000	139.000000	-7.472765	58.152835	0.992000	110.99
4515	weekly_cases	166	61.000000	78.000000	92.000000	109.000000	139.000000	-7.472765	58.152835	0.992000	110.99
4522	joint	206	116.000000	146.000000	172.500000	205.000000	269.000000	-5.125521	19.433966	0.761000	1004.43
4522	weekly_cases	206	116.000000	146.000000	172.500000	205.000000	269.000000	-5.125521	19.433966	0.761000	1004.43
4529	joint	249	157.000000	194.000000	226.500000	264.000000	330.000000	-5.078427	16.006600	0.662500	1274.48
4529	weekly_cases	249	157.000000	194.000000	226.500000	264.000000	330.000000	-5.078427	16.006600	0.662500	1274.48
4536	joint	316	186.950000	235.000000	270.000000	314.000000	386.000000	-5.403967	26.351976	0.764000	1141.64
4536	weekly_cases	316	186.950000	235.000000	270.000000	314.000000	386.000000	-5.403967	26.351976	0.764000	1141.64
4543	joint	317	236.950000	294.000000	338.000000	391.000000	480.000000	-5.173715	19.504023	0.380000	1426.12
4543	weekly_cases	317	236.950000	294.000000	338.000000	391.000000	480.000000	-5.173715	19.504023	0.380000	1426.12
4550	joint	282	246.000000	303.000000	350.500000	403.250000	498.050000	-5.512775	41.668330	0.161000	1021.98
4550	weekly_cases	282	246.000000	303.000000	350.500000	403.250000	498.050000	-5.512775	41.668330	0.161000	1021.98
4557	joint	280	226.000000	276.000000	319.000000	369.000000	457.000000	-5.173891	24.868857	0.280500	1296.74
4557	weekly_cases	280	226.000000	276.000000	319.000000	369.000000	457.000000	-5.173891	24.868857	0.280500	1296.74
4564	joint	374	213.000000	265.000000	307.000000	355.000000	439.050000	-5.764820	39.725154	0.824000	976.06
4564	weekly_cases	374	213.000000	265.000000	307.000000	355.000000	439.050000	-5.764820	39.725154	0.824000	976.06
4571	joint	305	272.000000	339.000000	390.000000	453.000000	558.000000	-5.768019	53.844302	0.124500	901.29
4571	weekly_cases	305	272.000000	339.000000	390.000000	453.000000	558.000000	-5.768019	53.844302	0.124500	901.29
4578	joint	329	246.950000	303.000000	354.500000	411.000000	505.050000	-5.232232	21.693382	0.375000	1401.22
4578	weekly_cases	329	246.950000	303.000000	354.500000	411.000000	505.050000	-5.232232	21.693382	0.375000	1401.22
4585	joint	287	250.950000	308.000000	359.000000	411.000000	517.000000	-5.565242	43.156942	0.166000	1003.14
4585	weekly_cases	287	250.950000	308.000000	359.000000	411.000000	517.000000	-5.565242	43.156942	0.166000	1003.14
4592	joint	363	220.000000	273.000000	314.000000	363.000000	450.000000	-5.527203	28.650584	0.751000	1153.93
4592	weekly_cases	363	220.000000	273.000000	314.000000	363.000000	450.000000	-5.527203	28.650584	0.751000	1153.93
4599	joint	258	242.000000	295.000000	334.000000	382.000000	464.000000	-5.704995	49.486849	0.096500	879.46
4599	weekly_cases	258	242.000000	295.000000	334.000000	382.000000	464.000000	-5.704995	49.486849	0.096500	879.46
4606	joint	225	189.000000	228.000000	258.000000	292.000000	354.000000	-4.972712	20.414751	0.230500	1350.67
4606	weekly_cases	225	189.000000	228.000000	258.000000	292.000000	354.000000	-4.972712	20.414751	0.230500	1350.67
4613	joint	245	154.950000	188.000000	214.000000	240.000000	291.000000	-5.021543	18.809895	0.782000	1321.28
4613	weekly_cases	245	154.950000	188.000000	214.000000	240.000000	291.000000	-5.021543	18.809895	0.782000	1321.28
4620	joint	186	149.000000	182.000000	206.500000	236.000000	286.000000	-4.685266	13.789234	0.294500	1419.90
4620	weekly_cases	186	149.000000	182.000000	206.500000	236.000000	286.000000	-4.685266	13.789234	0.294500	1419.90
4627	joint	172	123.000000	151.000000	173.000000	198.000000	239.050000	-4.452279	8.253061	0.488000	1591.97
4627	weekly_cases	172	123.000000	151.000000	173.000000	198.000000	239.050000	-4.452279	8.253061	0.488000	1591.97
4634	joint	104	110.000000	134.000000	154.000000	175.000000	216.000000	-5.790492	35.634211	0.027000	489.12
4634	weekly_cases	104	110.000000	134.000000	154.000000	175.000000	216.000000	-5.790492	35.634211	0.027000	489.12
4641	joint	98	78.000000	97.000000	112.000000	130.000000	157.050000	-4.149487	9.090357	0.268000	1378.36
4641	weekly_cases	98	78.000000	97.000000	112.000000	130.000000	157.050000	-4.149487	9.090357	0.268000	1378.36
4648	joint	85	69.000000	85.000000	100.000000	117.000000	144.000000	-4.137069	9.209296	0.262500	1254.42
4648	weekly_cases	85	69.000000	85.000000	100.000000	117.000000	144.000000	-4.137069	9.209296	0.262500	1254.42
4655	joint	100	62.000000	81.000000	95.000000	113.000000	145.000000	-4.163004	5.989293	0.584000	1354.41
4655	weekly_cases	100	62.000000	81.000000	95.000000	113.000000	145.000000	-4.163004	5.989293	0.584000	1354.41
4662	joint	140	72.000000	92.000000	111.000000	131.000000	171.000000	-4.925274	17.397459	0.825000	885.39
4662	weekly_cases	140	72.000000	92.000000	111.000000	131.000000	171.000000	-4.925274	17.397459	0.825000	885.39
4669	joint	146	103.000000	131.000000	154.000000	183.000000	234.050000	-4.526223	9.818611	0.412000	1326.63
4669	weekly_cases	146	103.000000	131.000000	154.000000	183.000000	234.050000	-4.526223	9.818611	0.412000	1326.63
4676	joint	190	114.000000	141.000000	167.000000	196.000000	245.000000	-4.886138	14.542450	0.715500	1199.24
4676	weekly_cases	190	114.000000	141.000000	167.000000	196.000000	245.000000	-4.886138	14.542450	0.715500	1199.24
4683	joint	195	146.000000	179.000000	210.000000	248.000000	309.000000	-4.793946	13.605790	0.374000	1346.77
4683	weekly_cases	195	146.000000	179.000000	210.000000	248.000000	309.000000	-4.793946	13.605790	0.374000	1346.77
4690	joint	193	154.000000	191.000000	221.000000	260.000000	329.050000	-4.892578	18.668671	0.263000	1238.68
4690	weekly_cases	193	154.000000	191.000000	221.000000	260.000000	329.050000	-4.892578	18.668671	0.263000	1238.68
4697	joint	232	144.000000	177.000000	206.000000	237.000000	294.000000	-5.001472	16.331491	0.726500	1281.12
4697	weekly_cases	232	144.000000	177.000000	206.000000	237.000000	294.000000	-5.001472	16.331491	0.726500	1281.12
4704	joint	220	164.950000	204.000000	238.000000	274.000000	340.000000	-4.842577	14.687045	0.383000	1416.31
4704	weekly_cases	220	164.950000	204.000000	238.000000	274.000000	340.000000	-4.842577	14.687045	0.383000	1416.31
4711	joint	314	174.000000	214.000000	249.000000	290.250000	366.100000	-5.712844	38.507396	0.851500	870.46
4711	weekly_cases	314	174.000000	214.000000	249.000000	290.250000	366.100000	-5.712844	38.507396	0.851500	870.46
4718	joint	266	240.000000	297.000000	345.000000	402.000000	506.000000	-5.695090	50.531183	0.122500	863.17
4718	weekly_cases	266	240.000000	297.000000	345.000000	402.000000	506.000000	-5.695090	50.531183	0.122500	863.17
4725	joint	390	225.000000	275.000000	319.000000	370.000000	461.000000	-5.780396	41.742617	0.819500	990.00
4725	weekly_cases	390	225.000000	275.000000	319.000000	370.000000	461.000000	-5.780396	41.742617	0.819500	990.00
4732	joint	397	297.950000	369.000000	428.000000	495.000000	624.150000	-5.438081	26.082030	0.368000	1373.08
4732	weekly_cases	397	297.950000	369.000000	428.000000	495.000000	624.150000	-5.438081	26.082030	0.368000	1373.08
4739	joint	397	322.950000	396.000000	450.500000	527.250000	653.000000	-5.534651	36.575555	0.259000	1270.00
4739	weekly_cases	397	322.950000	396.000000	450.500000	527.250000	653.000000	-5.534651	36.575555	0.259000	1270.00
4746	joint	438	320.000000	387.000000	450.500000	526.000000	661.100000	-5.495603	24.889090	0.453500	1413.56
4746	weekly_cases	438	320.000000	387.000000	450.500000	526.000000	661.100000	-5.495603	24.889090	0.453500	1413.56
4753	joint	798	319.000000	390.000000	444.000000	508.000000	618.000000	-10.091003	292.703514	0.997500	37.36
4753	weekly_cases	798	319.000000	390.000000	444.000000	508.000000	618.000000	-10.091003	292.703514	0.997500	37.36
